gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,payment_method,support_calls,late_payments,monthly_charges,total_charges,churn
Female,0,Yes,No,42,Month-to-month,DSL,No,No,Bank transfer,1,1,55.72,2296.54,0
Male,0,No,No,34,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,0,96.99,3280.29,0
Male,0,No,No,32,Month-to-month,Fiber optic,No,Yes,Electronic check,6,0,81.86,2631.13,1
Female,0,No,No,25,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0,57.16,1451.37,0
Female,0,No,No,14,Month-to-month,Fiber optic,Yes,No,Electronic check,2,0,77.43,1080.1,1
Female,0,No,Yes,9,Month-to-month,Fiber optic,Yes,Yes,Credit card,3,1,63.98,582.22,0
Female,0,No,No,17,Month-to-month,No,No internet service,No internet service,Mailed check,3,0,18.22,202.67,0
Female,1,No,No,25,Month-to-month,No,No internet service,No internet service,Credit card,2,0,18.0,444.96,0
Female,0,Yes,No,27,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1,79.18,2150.28,0
Male,1,Yes,No,47,Month-to-month,DSL,No,Yes,Bank transfer,4,0,49.82,2336.78,1
Male,0,Yes,No,23,One year,No,No internet service,No internet service,Mailed check,0,0,26.4,696.35,0
Male,0,No,Yes,38,Month-to-month,Fiber optic,No,No,Electronic check,2,2,75.25,2843.64,1
Male,0,Yes,No,7,Month-to-month,DSL,No,No,Bank transfer,1,0,41.33,209.85,1
Male,0,No,No,31,Two year,DSL,Yes,No,Electronic check,0,1,58.01,1798.28,0
Male,0,No,No,30,Month-to-month,DSL,No,No,Electronic check,1,1,28.05,807.04,1
Female,0,Yes,Yes,61,Month-to-month,Fiber optic,Yes,No,Mailed check,0,0,64.06,3804.17,0
Female,0,No,Yes,22,One year,Fiber optic,Yes,Yes,Mailed check,1,0,94.14,2052.81,0
Male,0,Yes,No,21,One year,DSL,Yes,Yes,Mailed check,0,1,56.94,1284.29,1
Male,0,No,Yes,42,Two year,DSL,Yes,No,Mailed check,2,0,51.8,2153.47,0
Male,0,Yes,No,9,Two year,Fiber optic,No,No,Electronic check,1,0,62.46,627.14,0
Female,0,Yes,Yes,31,One year,Fiber optic,No,No,Mailed check,0,1,55.13,1752.08,1
Male,0,Yes,No,9,Month-to-month,Fiber optic,No,No,Mailed check,3,0,60.73,688.58,1
Male,0,No,Yes,72,One year,DSL,No,No,Bank transfer,1,1,48.95,3551.63,0
Male,0,Yes,Yes,19,Month-to-month,Fiber optic,No,Yes,Mailed check,2,2,73.92,1409.07,1
Male,0,No,No,8,Month-to-month,No,No internet service,No internet service,Electronic check,1,2,32.59,266.08,1
Female,0,No,Yes,17,Two year,DSL,No,No,Bank transfer,1,0,44.05,765.56,0
Female,0,Yes,Yes,31,Month-to-month,Fiber optic,Yes,No,Electronic check,1,0,75.9,2337.31,0
Male,1,Yes,No,37,Two year,Fiber optic,No,Yes,Electronic check,1,0,72.65,2657.54,1
Female,0,Yes,Yes,59,One year,DSL,No,Yes,Bank transfer,2,0,64.47,3831.39,0
Female,0,No,Yes,16,Month-to-month,No,No internet service,No internet service,Bank transfer,3,0,18.0,250.04,0
Male,0,No,No,44,Two year,No,No internet service,No internet service,Electronic check,0,0,27.82,1112.07,0
Female,0,Yes,No,5,Month-to-month,DSL,Yes,No,Electronic check,0,0,59.24,217.58,0
Male,0,No,No,11,Month-to-month,DSL,No,No,Mailed check,1,1,42.43,565.54,0
Male,0,No,No,7,Month-to-month,DSL,Yes,No,Mailed check,1,0,55.21,367.33,1
Female,0,No,No,14,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,0,87.1,1265.5,1
Female,0,Yes,No,42,Month-to-month,DSL,Yes,No,Bank transfer,0,0,50.47,2077.87,0
Female,0,Yes,No,16,One year,Fiber optic,No,No,Electronic check,0,0,63.3,1066.16,0
Female,0,Yes,No,19,Two year,DSL,No,No,Bank transfer,1,0,39.16,768.18,0
Female,0,No,No,32,One year,Fiber optic,No,Yes,Credit card,0,0,93.18,3101.22,0
Male,1,No,No,36,Two year,No,No internet service,No internet service,Credit card,0,0,20.26,808.36,0
Male,0,Yes,No,19,Two year,DSL,No,No,Electronic check,1,1,39.19,788.75,0
Female,0,Yes,No,11,Month-to-month,Fiber optic,Yes,Yes,Credit card,2,0,69.86,733.14,1
Female,1,No,Yes,71,Two year,No,No internet service,No internet service,Electronic check,1,0,18.0,1207.45,0
Female,0,Yes,No,19,One year,DSL,Yes,Yes,Electronic check,2,1,66.14,1248.24,1
Male,0,No,No,21,Month-to-month,No,No internet service,No internet service,Mailed check,2,1,21.96,462.3,0
Female,0,Yes,No,23,Month-to-month,Fiber optic,No,No,Electronic check,0,1,71.8,1626.86,1
Female,0,Yes,No,39,One year,Fiber optic,Yes,No,Electronic check,0,1,81.72,3229.39,0
Female,1,No,Yes,7,Two year,Fiber optic,Yes,No,Electronic check,0,1,74.79,528.18,1
Male,1,Yes,Yes,72,Two year,DSL,Yes,No,Bank transfer,0,0,54.98,3958.41,0
Male,0,No,No,20,Month-to-month,DSL,No,Yes,Bank transfer,2,0,69.53,1482.05,1
Male,0,Yes,No,40,Two year,Fiber optic,Yes,No,Bank transfer,2,0,81.89,3281.88,0
Female,0,Yes,No,9,Month-to-month,Fiber optic,No,No,Mailed check,2,0,72.08,567.4,1
Female,1,No,Yes,29,Two year,No,No internet service,No internet service,Electronic check,0,2,21.26,677.98,0
Female,0,Yes,Yes,72,Two year,Fiber optic,No,Yes,Bank transfer,2,1,82.4,5945.37,0
Female,0,No,No,72,Two year,DSL,No,No,Bank transfer,3,1,51.82,3714.69,0
Male,0,No,Yes,39,Two year,DSL,Yes,No,Electronic check,0,2,58.52,2224.92,0
Female,0,No,No,13,Month-to-month,No,No internet service,No internet service,Credit card,0,0,29.74,462.29,1
Male,0,Yes,No,57,Two year,DSL,Yes,Yes,Bank transfer,0,0,66.61,3898.19,0
Female,1,Yes,No,5,One year,No,No internet service,No internet service,Bank transfer,0,0,18.0,49.66,0
Female,0,Yes,No,12,Month-to-month,DSL,No,Yes,Bank transfer,3,0,57.44,707.14,0
Female,0,No,No,25,Month-to-month,DSL,Yes,No,Bank transfer,1,0,47.08,1203.34,1
Male,0,Yes,No,6,One year,DSL,No,No,Bank transfer,0,0,54.07,219.81,0
Female,1,Yes,No,17,Month-to-month,Fiber optic,No,No,Credit card,4,0,56.45,957.03,0
Male,0,No,No,44,Month-to-month,DSL,No,Yes,Electronic check,1,2,56.75,2392.53,1
Male,0,Yes,No,15,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,24.46,365.8,0
Female,0,No,Yes,46,Month-to-month,Fiber optic,No,Yes,Electronic check,0,1,67.82,3255.5,1
Female,0,Yes,Yes,72,One year,DSL,No,No,Credit card,2,1,48.35,3394.25,0
Male,0,No,No,34,Two year,Fiber optic,Yes,Yes,Mailed check,1,0,90.14,3177.34,0
Female,1,No,No,45,Month-to-month,Fiber optic,No,No,Electronic check,0,0,64.55,3011.33,1
Female,0,Yes,No,58,One year,Fiber optic,No,No,Electronic check,0,1,71.32,4136.23,0
Female,0,No,No,19,Month-to-month,Fiber optic,No,No,Mailed check,2,0,73.06,1419.05,1
Female,0,No,No,44,Two year,No,No internet service,No internet service,Credit card,2,0,18.0,775.0,0
Female,1,Yes,No,18,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,0,76.33,1347.11,0
Male,0,No,No,33,Two year,Fiber optic,No,No,Electronic check,0,1,67.31,2233.43,1
Female,0,No,Yes,49,Two year,Fiber optic,No,No,Credit card,0,0,68.88,3328.64,0
Male,0,No,No,13,Two year,Fiber optic,No,No,Credit card,1,0,56.17,758.6,0
Female,1,No,Yes,2,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,1,64.74,131.97,0
Male,1,Yes,Yes,12,Month-to-month,DSL,Yes,Yes,Bank transfer,3,0,73.76,821.08,1
Female,0,Yes,Yes,54,Month-to-month,DSL,Yes,No,Bank transfer,1,1,62.05,3393.27,0
Male,0,Yes,No,11,Month-to-month,No,No internet service,No internet service,Bank transfer,0,1,25.76,327.5,0
Male,0,Yes,No,52,One year,No,No internet service,No internet service,Credit card,1,0,31.21,1690.3,0
Female,1,Yes,No,12,Month-to-month,DSL,No,Yes,Bank transfer,2,0,46.39,527.9,1
Male,0,Yes,No,22,Month-to-month,No,No internet service,No internet service,Bank transfer,3,0,22.18,549.7,1
Male,1,Yes,No,26,One year,Fiber optic,Yes,No,Electronic check,2,1,73.43,2039.18,0
Male,0,No,No,11,Month-to-month,DSL,No,No,Mailed check,3,1,42.84,473.02,1
Male,0,Yes,Yes,22,One year,No,No internet service,No internet service,Electronic check,0,1,18.0,403.12,0
Female,0,No,No,6,Month-to-month,No,No internet service,No internet service,Bank transfer,2,3,34.53,247.9,0
Female,0,No,No,20,Month-to-month,Fiber optic,No,No,Credit card,2,0,63.97,1149.46,1
Female,0,No,No,24,Month-to-month,Fiber optic,No,No,Electronic check,1,0,72.61,1660.67,0
Male,0,Yes,Yes,2,Month-to-month,DSL,No,Yes,Mailed check,0,0,59.66,86.28,1
Male,0,No,Yes,12,One year,Fiber optic,No,Yes,Bank transfer,0,2,85.36,1003.86,0
Female,0,No,No,32,Two year,Fiber optic,Yes,Yes,Electronic check,1,0,89.87,2882.57,0
Female,0,No,No,10,Month-to-month,Fiber optic,Yes,No,Mailed check,0,0,73.54,751.44,0
Female,0,Yes,No,36,Month-to-month,DSL,No,Yes,Credit card,2,0,46.88,1605.3,0
Female,0,Yes,No,38,One year,Fiber optic,No,No,Electronic check,0,2,76.14,2962.46,0
Male,0,No,No,32,One year,No,No internet service,No internet service,Bank transfer,0,0,33.78,1100.95,0
Female,0,Yes,No,44,Month-to-month,No,No internet service,No internet service,Bank transfer,2,0,43.71,1926.83,0
Male,0,No,No,6,Month-to-month,DSL,Yes,No,Bank transfer,5,0,63.82,412.35,1
Female,0,No,Yes,50,Month-to-month,Fiber optic,No,No,Electronic check,0,1,63.89,3157.58,0
Female,0,No,No,11,One year,DSL,No,Yes,Electronic check,0,3,52.93,567.92,1
Male,0,No,No,28,Month-to-month,Fiber optic,No,No,Electronic check,0,2,52.39,1401.96,1
Female,0,No,No,72,Two year,DSL,No,Yes,Mailed check,2,0,50.51,3504.48,0
Male,1,No,No,20,One year,No,No internet service,No internet service,Electronic check,0,0,18.0,345.82,0
Male,0,No,Yes,26,Two year,Fiber optic,No,Yes,Bank transfer,1,1,81.7,2227.68,0
Male,0,Yes,No,11,Two year,Fiber optic,Yes,No,Bank transfer,3,0,83.66,886.14,0
Female,0,No,No,72,One year,Fiber optic,No,Yes,Credit card,1,1,95.07,6751.64,0
Female,0,No,No,12,One year,DSL,No,No,Credit card,1,0,73.7,918.28,0
Male,0,No,No,40,One year,DSL,No,No,Mailed check,1,0,50.99,2010.88,0
Female,0,Yes,No,58,Two year,DSL,No,Yes,Electronic check,1,0,52.34,3061.96,0
Male,0,Yes,No,43,One year,Fiber optic,Yes,No,Electronic check,0,0,72.87,3173.06,0
Male,0,No,No,33,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,18.46,578.79,0
Male,0,Yes,Yes,28,Two year,DSL,No,No,Mailed check,0,0,67.75,1921.89,0
Female,0,No,No,9,Month-to-month,Fiber optic,No,No,Electronic check,1,2,46.84,419.43,1
Male,0,No,Yes,72,Two year,DSL,Yes,Yes,Bank transfer,1,0,76.96,5423.05,0
Female,1,Yes,No,31,Month-to-month,DSL,No,Yes,Electronic check,1,0,49.53,1503.96,1
Female,0,Yes,No,26,Month-to-month,Fiber optic,Yes,No,Mailed check,2,0,72.87,1844.83,1
Female,0,No,No,10,Two year,Fiber optic,No,Yes,Mailed check,0,0,56.36,473.11,0
Female,0,Yes,No,27,One year,No,No internet service,No internet service,Electronic check,0,1,32.44,825.04,0
Male,0,No,No,25,One year,Fiber optic,No,Yes,Credit card,0,0,83.35,2124.02,0
Male,0,No,Yes,72,One year,Fiber optic,Yes,No,Bank transfer,0,1,67.25,4842.84,0
Female,0,No,No,26,Month-to-month,DSL,Yes,No,Mailed check,2,0,64.86,1575.02,0
Male,1,Yes,No,27,Month-to-month,DSL,Yes,No,Bank transfer,2,0,63.32,1642.99,1
Female,0,Yes,No,10,Month-to-month,No,No internet service,No internet service,Electronic check,2,1,19.76,198.51,0
Female,1,No,No,14,Month-to-month,Fiber optic,Yes,Yes,Mailed check,1,0,67.58,945.94,1
Male,0,Yes,Yes,37,Month-to-month,DSL,No,No,Bank transfer,4,0,47.25,1729.02,0
Female,0,Yes,No,5,Month-to-month,DSL,No,Yes,Mailed check,2,0,65.33,371.85,0
Female,0,No,No,50,Two year,DSL,Yes,Yes,Bank transfer,0,0,56.68,2856.14,0
Female,1,Yes,No,51,Two year,Fiber optic,No,Yes,Mailed check,1,0,85.65,4333.87,0
Female,0,Yes,No,13,Month-to-month,Fiber optic,Yes,No,Mailed check,2,0,69.11,857.91,1
Female,1,No,No,33,Two year,No,No internet service,No internet service,Mailed check,1,1,23.28,756.15,0
Male,1,Yes,No,59,One year,Fiber optic,No,Yes,Bank transfer,0,0,71.11,4070.48,0
Male,0,Yes,Yes,24,Month-to-month,Fiber optic,No,No,Electronic check,3,1,70.25,1703.53,1
Male,0,Yes,Yes,20,Month-to-month,DSL,Yes,Yes,Credit card,2,0,70.57,1336.01,0
Male,0,No,No,22,Two year,DSL,No,No,Electronic check,0,0,62.05,1437.67,0
Male,0,No,No,31,Month-to-month,DSL,No,Yes,Electronic check,1,1,58.67,1716.05,0
Female,0,No,No,16,Month-to-month,DSL,No,No,Credit card,1,1,36.53,606.66,0
Female,0,No,No,19,Two year,No,No internet service,No internet service,Mailed check,2,0,29.06,432.67,0
Male,0,Yes,No,32,One year,Fiber optic,No,No,Mailed check,4,1,66.62,2093.1,0
Male,1,No,No,18,One year,DSL,No,No,Mailed check,1,0,46.45,859.83,0
Female,1,Yes,No,10,One year,Fiber optic,No,No,Electronic check,2,3,69.85,753.54,1
Male,0,No,No,4,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,0,81.47,377.9,1
Male,0,No,No,27,Month-to-month,Fiber optic,No,No,Bank transfer,0,0,65.69,1814.87,0
Female,0,Yes,No,57,Two year,DSL,Yes,No,Electronic check,0,0,60.65,3504.94,0
Male,0,No,No,34,Month-to-month,DSL,Yes,Yes,Bank transfer,1,1,67.24,2339.13,0
Female,0,No,No,10,Month-to-month,DSL,No,No,Electronic check,4,0,53.65,502.54,1
Male,0,Yes,No,14,Two year,No,No internet service,No internet service,Credit card,3,0,31.04,411.26,0
Female,1,No,No,20,Month-to-month,Fiber optic,No,Yes,Bank transfer,2,0,59.35,1227.18,1
Male,0,No,Yes,72,Month-to-month,Fiber optic,Yes,No,Credit card,0,0,72.86,5311.14,0
Female,0,Yes,No,72,One year,No,No internet service,No internet service,Credit card,3,0,22.78,1630.01,0
Male,0,Yes,No,72,Two year,DSL,Yes,No,Credit card,0,0,54.01,3855.31,0
Male,1,No,No,29,Two year,DSL,No,No,Credit card,0,0,42.07,1184.61,0
Female,0,Yes,No,72,Month-to-month,DSL,Yes,Yes,Credit card,1,0,58.78,4180.99,0
Female,0,Yes,No,15,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,0,88.17,1349.2,0
Female,0,No,No,20,One year,Fiber optic,Yes,No,Electronic check,2,1,79.69,1660.25,1
Female,0,No,No,48,One year,DSL,Yes,No,Bank transfer,0,0,56.26,2728.03,0
Female,0,Yes,Yes,32,Month-to-month,DSL,Yes,Yes,Bank transfer,0,1,55.97,1788.4,1
Male,0,Yes,No,33,Month-to-month,Fiber optic,No,No,Credit card,1,1,75.88,2617.56,1
Male,0,No,No,11,Month-to-month,Fiber optic,No,No,Bank transfer,2,0,75.3,827.18,0
Female,0,No,No,25,Month-to-month,DSL,Yes,Yes,Electronic check,2,1,72.9,1904.67,1
Female,0,No,Yes,15,One year,Fiber optic,Yes,No,Electronic check,1,0,69.75,980.36,0
Male,0,No,Yes,8,Month-to-month,DSL,Yes,No,Electronic check,1,2,85.02,692.68,1
Female,0,Yes,No,16,One year,DSL,Yes,No,Mailed check,1,1,57.76,864.8,0
Female,0,No,Yes,32,One year,DSL,Yes,No,Bank transfer,0,2,49.94,1542.45,0
Female,0,No,Yes,43,One year,Fiber optic,No,Yes,Electronic check,2,0,96.03,4080.45,1
Female,1,No,No,4,One year,Fiber optic,Yes,No,Electronic check,0,1,81.98,331.58,1
Female,1,Yes,No,26,Month-to-month,Fiber optic,Yes,No,Electronic check,2,1,77.62,1990.28,1
Male,0,Yes,No,24,Month-to-month,DSL,No,No,Credit card,0,0,51.59,1113.9,0
Female,0,No,No,31,One year,Fiber optic,Yes,No,Mailed check,0,0,86.26,2647.9,1
Female,0,No,No,10,One year,Fiber optic,No,Yes,Electronic check,0,0,79.02,752.64,0
Male,1,No,No,10,One year,Fiber optic,No,No,Bank transfer,0,0,55.2,447.06,1
Female,0,Yes,No,58,One year,Fiber optic,Yes,Yes,Electronic check,1,0,83.86,4891.04,1
Male,0,No,Yes,13,One year,Fiber optic,No,Yes,Bank transfer,1,0,84.2,1134.51,1
Female,0,Yes,No,19,Month-to-month,DSL,Yes,Yes,Credit card,3,0,63.62,1245.78,0
Female,1,No,No,21,Month-to-month,DSL,Yes,No,Electronic check,3,1,48.12,1112.71,1
Female,0,No,Yes,15,Month-to-month,DSL,No,No,Credit card,0,1,48.71,663.33,1
Male,0,No,No,36,Two year,Fiber optic,No,No,Bank transfer,2,1,75.91,2666.91,0
Female,0,Yes,No,34,One year,Fiber optic,Yes,No,Electronic check,2,0,86.21,2929.08,0
Male,0,No,No,23,Month-to-month,Fiber optic,Yes,No,Electronic check,2,0,67.13,1536.85,1
Male,0,Yes,No,16,One year,DSL,No,No,Electronic check,0,1,39.58,641.29,1
Male,0,No,Yes,22,Month-to-month,DSL,No,No,Electronic check,1,0,48.53,1117.82,1
Female,1,No,No,27,Month-to-month,DSL,No,Yes,Electronic check,4,2,51.46,1374.07,1
Female,0,No,No,14,Month-to-month,DSL,No,No,Credit card,3,0,44.37,683.15,1
Female,0,No,Yes,38,Month-to-month,Fiber optic,No,No,Electronic check,4,0,66.85,2494.02,1
Female,0,No,Yes,50,One year,DSL,No,Yes,Credit card,0,0,63.13,3126.08,0
Female,0,Yes,Yes,64,One year,DSL,Yes,Yes,Bank transfer,2,0,57.25,3597.33,0
Female,0,Yes,No,62,Two year,Fiber optic,Yes,Yes,Mailed check,2,1,74.67,4424.85,0
Male,0,No,Yes,21,Two year,DSL,No,Yes,Bank transfer,1,0,51.09,967.88,0
Male,1,No,Yes,28,Two year,No,No internet service,No internet service,Credit card,1,0,18.0,557.7,0
Male,0,No,No,23,Month-to-month,No,No internet service,No internet service,Credit card,1,0,24.42,627.81,0
Male,0,Yes,No,23,Month-to-month,Fiber optic,No,No,Electronic check,2,0,69.87,1530.26,1
Female,0,Yes,No,22,Month-to-month,DSL,No,No,Mailed check,0,0,57.08,1311.65,0
Male,0,No,No,26,Month-to-month,Fiber optic,Yes,No,Electronic check,0,0,67.53,1610.08,1
Female,0,No,Yes,55,One year,Fiber optic,No,No,Electronic check,1,2,69.98,3787.01,0
Male,0,No,No,33,Month-to-month,Fiber optic,No,No,Electronic check,2,2,71.68,2337.39,1
Male,0,Yes,No,10,One year,DSL,No,Yes,Bank transfer,2,1,44.62,509.42,1
Female,0,Yes,No,49,Two year,DSL,No,No,Electronic check,2,2,50.75,2595.14,0
Male,1,Yes,No,30,Month-to-month,DSL,No,Yes,Credit card,1,0,59.05,1743.71,0
Female,0,Yes,No,37,Two year,DSL,Yes,No,Bank transfer,2,0,54.98,2030.15,0
Male,1,No,Yes,32,Month-to-month,Fiber optic,No,Yes,Mailed check,2,1,66.75,2198.44,0
Male,1,Yes,Yes,33,Two year,No,No internet service,No internet service,Mailed check,0,0,23.39,906.74,0
Female,0,Yes,Yes,34,One year,DSL,No,No,Bank transfer,0,0,33.35,1205.18,0
Female,0,No,No,5,Month-to-month,Fiber optic,No,No,Electronic check,1,1,71.6,285.39,1
Male,0,Yes,Yes,36,Month-to-month,DSL,Yes,Yes,Mailed check,0,0,69.93,2570.03,0
Female,0,No,No,15,Month-to-month,DSL,Yes,No,Electronic check,4,2,54.25,774.99,0
Female,0,Yes,Yes,18,One year,Fiber optic,Yes,No,Electronic check,0,1,86.24,1636.38,0
Female,0,Yes,No,26,Month-to-month,DSL,Yes,No,Bank transfer,1,0,50.42,1348.9,0
Male,0,Yes,No,71,Two year,No,No internet service,No internet service,Electronic check,1,3,18.18,1229.41,0
Female,0,No,Yes,11,Month-to-month,No,No internet service,No internet service,Mailed check,1,1,21.77,305.78,0
Male,0,Yes,Yes,25,Two year,DSL,Yes,No,Bank transfer,2,0,74.11,1884.49,0
Male,0,No,No,22,Month-to-month,DSL,No,Yes,Bank transfer,2,0,54.73,1227.97,1
Female,0,No,Yes,48,One year,DSL,No,Yes,Electronic check,0,0,74.15,3561.0,1
Male,0,Yes,Yes,21,One year,No,No internet service,No internet service,Electronic check,2,0,23.69,466.07,0
Male,0,No,No,31,Month-to-month,DSL,Yes,Yes,Electronic check,1,0,57.54,1820.78,0
Female,0,Yes,No,11,Month-to-month,Fiber optic,No,No,Mailed check,0,0,84.62,1062.91,1
Male,0,Yes,No,53,One year,DSL,Yes,Yes,Mailed check,0,0,65.48,3584.93,0
Female,0,No,No,7,One year,Fiber optic,No,Yes,Credit card,1,0,74.65,511.49,1
Female,1,Yes,No,36,Two year,DSL,No,Yes,Electronic check,1,0,63.89,2173.81,0
Female,0,No,No,31,Month-to-month,Fiber optic,No,No,Credit card,2,1,78.98,2415.52,1
Male,0,No,No,34,Two year,Fiber optic,No,No,Electronic check,2,1,64.35,2196.66,0
Female,0,Yes,No,7,Two year,DSL,Yes,No,Mailed check,1,0,63.21,459.58,0
Female,0,Yes,No,21,One year,DSL,No,No,Credit card,0,0,47.19,1044.9,0
Male,0,No,No,47,Month-to-month,Fiber optic,No,No,Credit card,2,2,61.15,2917.62,0
Female,0,No,No,72,Month-to-month,Fiber optic,No,Yes,Mailed check,0,0,71.34,5180.94,0
Female,0,Yes,No,24,Two year,Fiber optic,Yes,No,Electronic check,1,0,66.62,1560.87,0
Male,1,No,No,44,Two year,Fiber optic,No,No,Bank transfer,0,0,69.7,3035.42,0
Female,1,Yes,No,29,One year,No,No internet service,No internet service,Bank transfer,3,0,24.73,652.28,0
Male,0,No,Yes,25,Two year,DSL,No,No,Electronic check,1,0,58.14,1469.1,0
Male,0,Yes,No,19,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,30.95,639.96,0
Female,0,No,No,26,One year,No,No internet service,No internet service,Mailed check,0,0,20.77,604.16,0
Female,0,No,No,41,One year,Fiber optic,Yes,No,Bank transfer,0,1,74.46,2902.36,0
Female,1,No,No,43,Two year,No,No internet service,No internet service,Mailed check,1,0,18.81,837.06,0
Male,0,No,No,9,One year,Fiber optic,No,No,Electronic check,1,0,69.88,566.4,1
Male,0,No,No,18,Month-to-month,Fiber optic,No,No,Credit card,0,0,67.23,1245.55,0
Male,1,Yes,No,11,Month-to-month,DSL,Yes,No,Credit card,1,0,56.4,557.48,0
Male,0,Yes,Yes,27,Two year,DSL,No,No,Bank transfer,0,2,60.7,1682.97,0
Female,0,No,No,20,One year,Fiber optic,Yes,Yes,Electronic check,1,0,96.11,1883.36,0
Female,0,Yes,No,33,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,19.0,589.43,0
Male,0,No,Yes,35,Two year,No,No internet service,No internet service,Bank transfer,1,0,30.21,1105.56,0
Female,1,Yes,No,3,Month-to-month,Fiber optic,Yes,No,Credit card,0,1,81.23,210.59,1
Male,1,No,No,26,Month-to-month,No,No internet service,No internet service,Mailed check,2,0,19.61,567.39,0
Female,0,No,Yes,56,Two year,Fiber optic,Yes,No,Electronic check,0,0,87.3,4933.32,0
Male,0,No,No,18,One year,Fiber optic,No,Yes,Credit card,1,0,65.17,1166.38,0
Female,0,Yes,No,17,Two year,DSL,No,No,Mailed check,0,0,57.6,951.99,0
Male,0,No,No,50,Two year,Fiber optic,Yes,No,Credit card,1,0,75.06,3829.57,0
Female,0,No,Yes,45,One year,Fiber optic,Yes,No,Bank transfer,2,0,67.43,3084.15,1
Female,0,No,No,12,Month-to-month,Fiber optic,No,Yes,Bank transfer,2,0,75.53,1004.91,1
Female,0,No,No,42,Two year,Fiber optic,Yes,No,Electronic check,0,0,91.02,3718.27,0
Male,0,Yes,No,14,Month-to-month,Fiber optic,Yes,No,Electronic check,2,1,96.09,1327.91,1
Female,0,Yes,Yes,17,Month-to-month,No,No internet service,No internet service,Credit card,2,0,18.0,278.68,0
Male,1,Yes,Yes,12,Month-to-month,Fiber optic,Yes,No,Bank transfer,2,0,75.69,939.01,1
Male,0,No,No,9,Month-to-month,Fiber optic,Yes,Yes,Mailed check,2,1,82.51,685.64,1
Female,0,No,No,28,Month-to-month,Fiber optic,No,No,Mailed check,0,1,68.85,1879.31,0
Male,0,Yes,Yes,8,Month-to-month,Fiber optic,No,Yes,Electronic check,1,0,90.0,722.46,1
Male,0,No,No,29,Two year,Fiber optic,Yes,No,Credit card,1,1,72.87,2000.69,1
Female,0,Yes,No,28,Month-to-month,No,No internet service,No internet service,Electronic check,0,0,18.0,383.3,1
Male,0,No,No,23,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,1,80.44,1843.21,1
Male,0,No,No,18,Month-to-month,Fiber optic,No,Yes,Mailed check,0,0,75.5,1518.25,0
Male,0,Yes,No,16,One year,DSL,No,No,Bank transfer,1,0,55.16,889.37,1
Male,0,Yes,No,11,Month-to-month,Fiber optic,No,No,Mailed check,3,0,70.01,747.52,1
Female,0,No,No,65,One year,No,No internet service,No internet service,Credit card,0,0,29.32,1931.68,0
